datetime,voltage,air_temp,baro,humidity,air_temp_internal,voltage_backup
2022-03-29 15:30:00,16.7,22.6,759.7,53.9,30.7,16.7
2022-03-29 16:00:00,16.7,22.4,759.5,62.9,31.1,16.7
2022-03-29 16:30:00,16.7,21.6,759.9,66.2,32.1,16.7
2022-03-29 17:00:00,16.7,20.1,759.6,71,32.1,16.7
2022-03-29 17:30:00,16.6,20.1,760.3,70.9,32.3,16.7
2022-03-29 18:00:00,16.7,18.9,760.4,76,32.1,16.7
2022-03-29 18:30:00,16.6,18.1,760.9,79.8,32.1,16.7
2022-03-29 19:00:00,16.7,17.1,761,85.9,32.4,16.7
2022-03-29 19:30:00,16.7,15.9,761.3,89.7,32.1,16.6
2022-03-29 20:00:00,16.7,15.3,761.7,91.1,31.9,16.7
2022-03-29 20:30:00,16.7,14.9,761.7,92.8,31.6,16.6
2022-03-29 21:00:00,16.7,14.2,761.5,94.2,31.9,16.6
2022-03-29 21:30:00,16.7,13.8,761.8,96.2,32.1,16.6
2022-03-29 22:00:00,16.7,13.5,761.8,94.7,31.8,16.7
2022-03-29 22:30:00,16.6,13,761.7,95.9,31.1,16.7
2022-03-29 23:00:00,16.7,12.9,762.1,96.9,30.7,16.7
2022-03-29 23:30:00,16.7,12.7,761.7,98.8,30.5,16.7
2022-03-30 00:00:00,16.7,12.6,761.6,98.9,30.3,16.6
2022-03-30 00:30:00,16.6,12.2,762,99.1,30,16.7
2022-03-30 01:00:00,16.7,12,761.9,99.9,29.9,16.7
2022-03-30 01:30:00,16.7,11.9,762.2,100,29.8,16.7
2022-03-30 02:00:00,16.7,12,761.4,100,29.8,16.6
2022-03-30 02:30:00,16.7,11.8,761.8,99.9,29.9,16.7
2022-03-30 03:00:00,16.7,12.6,761.3,98.2,29.9,16.7
2022-03-30 03:30:00,16.7,12.4,761.5,98.1,30,16.7
2022-03-30 04:00:00,16.7,12.8,761.5,96.2,30,16.7
2022-03-30 04:30:00,16.7,12.9,761.2,95.6,30.2,16.6
2022-03-30 05:00:00,16.7,12.7,761.1,97,30.1,16.7
2022-03-30 05:30:00,16.7,12.4,761.5,97.2,30,16.7
2022-03-30 06:00:00,16.7,12.4,761.7,98.5,30,16.7
2022-03-30 06:30:00,16.7,12.5,761.3,99,30,16.7
2022-03-30 07:00:00,16.7,12.6,761.6,98.9,30.1,16.7
2022-03-30 07:30:00,16.7,13.1,761.6,98.7,30.3,16.6
2022-03-30 08:00:00,16.7,15.3,761.6,89.4,31.2,16.6
2022-03-30 08:30:00,16.7,16.3,761.9,85.8,31.7,16.7
2022-03-30 09:00:00,16.7,16.8,762.2,82.8,32,16.7
2022-03-30 09:30:00,16.7,19.3,762.4,75.6,32.8,16.7
2022-03-30 10:00:00,16.7,20.3,762.1,72.7,33.2,16.7
2022-03-30 10:30:00,16.7,23.7,761.7,60.3,32.7,16.6
2022-03-30 11:00:00,16.7,24.1,761.8,58.1,32.4,16.7
2022-03-30 11:30:00,16.7,24,761.4,58.3,32.5,16.7
2022-03-30 12:00:00,16.7,24.3,761.4,56.6,32.8,16.7
2022-03-30 12:30:00,16.6,24.9,761.4,58.4,33,16.7
2022-03-30 13:00:00,16.7,24.1,760.8,61,33.7,16.7
2022-03-30 13:30:00,16.7,23.6,760.8,61.2,33.7,16.7
2022-03-30 14:00:00,16.6,23.9,760.8,59.3,33.6,16.7
2022-03-30 14:30:00,16.7,24,760.3,57.9,33.5,16.6
2022-03-30 15:00:00,16.6,23.5,760.4,60.6,33.4,16.7
2022-03-30 15:30:00,16.7,23.6,759.9,61.8,33.5,16.7
2022-03-30 16:00:00,16.7,24,760.1,61,33.8,16.6
2022-03-30 16:30:00,16.6,23.4,760.1,64.4,34.1,16.7
2022-03-30 17:00:00,16.7,22.6,760.1,65.3,33.9,16.7
2022-03-30 17:30:00,16.7,22,760.4,67.7,33.8,16.7
2022-03-30 18:00:00,16.7,20.7,760.7,71.6,33.3,16.7
2022-03-30 18:30:00,16.7,20.1,760.8,73,33,16.7
2022-03-30 19:00:00,16.7,19.4,760.7,78.3,33.1,16.7
2022-03-30 19:30:00,16.7,19.5,760.9,78.9,33.4,16.7
2022-03-30 20:00:00,16.7,19.6,761.4,78.6,33.7,16.7
2022-03-30 20:30:00,16.7,19.7,761.4,78.9,33.7,16.7
2022-03-30 21:00:00,16.7,19.5,761.5,76.6,33.7,16.7
2022-03-30 21:30:00,16.7,19.1,761.8,80,33.7,16.6
2022-03-30 22:00:00,16.7,18.6,762,84.2,33.8,16.6
2022-03-30 22:30:00,16.7,18.5,761.8,85.5,34,16.6
2022-03-30 23:00:00,16.7,17.8,761.7,87.2,33.9,16.7
2022-03-30 23:30:00,16.7,16.9,761.2,89.8,33.8,16.7
2022-03-31 00:00:00,16.6,16,761.5,93.3,33.3,16.7
2022-03-31 00:30:00,16.7,15.5,761.1,95.6,32.8,16.7
2022-03-31 01:00:00,16.7,15,761.2,97,32.7,16.7
2022-03-31 01:30:00,16.7,14.5,761.2,98,32.5,16.6
2022-03-31 02:00:00,16.7,14.4,761,99.1,32.6,16.7
2022-03-31 02:30:00,16.7,14.1,760.6,99.2,33.3,16.7
2022-03-31 03:00:00,16.7,13.8,760.6,99.2,33,16.7
2022-03-31 03:30:00,16.7,13.3,760.3,100,32.2,16.7
2022-03-31 04:00:00,16.6,13,760.4,100,31.7,16.7
2022-03-31 04:30:00,16.7,12.6,760,100,30.9,16.7
2022-03-31 05:00:00,16.7,12.3,760.2,100,30.6,16.7
2022-03-31 05:30:00,16.7,12,760.1,100,30.2,16.7
2022-03-31 06:00:00,16.7,11.8,760,100,29.9,16.7
2022-03-31 06:30:00,16.7,11.8,760.3,100,29.6,16.7
2022-03-31 07:00:00,16.7,11.8,760.4,100,29.5,16.7
2022-03-31 07:30:00,16.7,14.6,760.3,100,30.4,16.7
2022-03-31 08:00:00,16.6,16.2,760.3,86.2,32,16.6
2022-03-31 08:30:00,16.7,18.4,760.3,80.9,32.7,16.7
2022-03-31 09:00:00,16.7,20.4,760.3,73,33.6,16.6
2022-03-31 09:30:00,16.7,21.8,760.7,68.7,34,16.7
2022-03-31 10:00:00,16.7,20.6,760.4,75,32.6,16.7
2022-03-31 10:30:00,16.7,21,760.5,71.5,33.2,16.7
2022-03-31 11:00:00,16.7,20.7,760.4,72.4,33.2,16.7
2022-03-31 11:30:00,16.7,21.5,760.6,71.1,33.5,16.6
2022-03-31 12:00:00,16.7,21.6,760,70.8,33.8,16.6
2022-03-31 12:30:00,16.6,21.7,759.7,69,33.8,16.6
2022-03-31 13:00:00,16.6,21.8,758.8,68.8,34,16.7
2022-03-31 13:30:00,16.7,21.1,759,70.6,33.6,16.7
2022-03-31 14:00:00,16.6,22.4,758.6,69.8,34,16.7
2022-03-31 14:30:00,16.6,21.6,758.5,74,34.3,16.7
2022-03-31 15:00:00,16.7,21.2,758.5,77.3,34.8,16.7
2022-03-31 15:30:00,16.7,21.8,758.1,75,35.2,16.7
2022-03-31 16:00:00,16.7,21.2,758.2,78.7,35.4,16.6
2022-03-31 16:30:00,16.7,20.8,758,78.9,35.4,16.7
2022-03-31 17:00:00,16.7,20.1,758.1,83,35.2,16.7
2022-03-31 17:30:00,16.7,19.7,758.4,85.5,35.2,16.7
2022-03-31 18:00:00,16.7,18.9,758.2,88.5,35.1,16.7
2022-03-31 18:30:00,16.7,18.7,758.1,89.2,35.2,16.7
2022-03-31 19:00:00,16.7,18.8,758.6,88.6,35.1,16.7
2022-03-31 19:30:00,16.7,18.9,758.6,88.7,35,16.7
2022-03-31 20:00:00,16.7,18.8,758,88.7,35.2,16.7
2022-03-31 20:30:00,16.7,18.2,757.9,91.4,35,16.7
2022-03-31 21:00:00,16.7,18.1,758.5,93.7,35.3,16.7
2022-03-31 21:30:00,16.7,18,758,94.2,35.5,16.7
2022-03-31 22:00:00,16.7,18.2,758.7,93.5,35.5,16.7
2022-03-31 22:30:00,16.7,18.1,758.2,93.5,35.6,16.7
2022-03-31 23:00:00,16.7,18.1,758.8,92.4,35.4,16.7
2022-03-31 23:30:00,16.7,18,758.5,94.3,35.6,16.7
2022-04-01 00:00:00,16.7,17.2,758.2,95.9,35.4,16.7
2022-04-01 00:30:00,16.7,16.1,757.9,98.8,35.2,16.6
2022-04-01 01:00:00,16.7,15.4,758.3,100,34.5,16.7
2022-04-01 01:30:00,16.7,15.3,758.3,100,34,16.7
2022-04-01 02:00:00,16.7,15.6,758,100,33.8,16.7
2022-04-01 02:30:00,16.7,16,757.9,99.9,34.1,16.7
2022-04-01 03:00:00,16.7,15.6,758.2,99.2,34,16.7
2022-04-01 03:30:00,16.7,15.1,758.5,100,33.6,16.7
2022-04-01 04:00:00,16.7,15,758,100,33.3,16.7
2022-04-01 04:30:00,16.6,15.1,758.6,100,33.3,16.6
2022-04-01 05:00:00,16.7,15.4,758.8,98,33.2,16.7
2022-04-01 05:30:00,16.7,15.7,759.1,97.1,33.3,16.6
2022-04-01 06:00:00,16.7,15.9,759.6,98.3,33.3,16.7
2022-04-01 06:30:00,16.7,16.2,759.6,97.6,33.8,16.7
2022-04-01 07:00:00,16.7,16.2,760.2,96.4,33.9,16.7
2022-04-01 07:30:00,16.7,16.3,760.3,95.8,34,16.7
2022-04-01 08:00:00,16.7,16.8,760.7,89.6,33.8,16.7
2022-04-01 08:30:00,16.7,16.8,760.4,90.6,33.6,16.7
2022-04-01 09:00:00,16.7,17.6,761.1,88.2,33.7,16.7
2022-04-01 09:30:00,16.7,18.7,761.2,82.1,33.9,16.7
2022-04-01 10:00:00,16.6,20.1,761.1,76.8,34.2,16.7
2022-04-01 10:30:00,16.7,23.5,761.4,64.4,34.9,16.7
2022-04-01 11:00:00,16.7,23.1,761.2,65.6,34.8,16.6
2022-04-01 11:30:00,16.7,23.4,761.8,61.4,34.2,16.7
2022-04-01 12:00:00,16.7,23.4,761.4,63.6,33.8,16.7
2022-04-01 12:30:00,16.7,22.4,761.3,70.3,34,16.6
2022-04-01 13:00:00,16.6,22.4,761.4,67.9,34.2,16.7
2022-04-01 13:30:00,16.6,22.1,761.3,68.6,34.2,16.7
2022-04-01 14:00:00,16.6,21.3,760.9,70.3,33.9,16.7
2022-04-01 14:30:00,16.7,21.6,760.6,69.5,33.9,16.6
2022-04-01 15:00:00,16.7,21.5,761.5,73.2,33.9,16.7
2022-04-01 15:30:00,16.7,20.9,761.1,76.8,34.3,16.7
2022-04-01 16:00:00,16.7,20.3,761.2,78.4,34.5,16.7
2022-04-01 16:30:00,16.7,19.9,761.4,79,34.1,16.7
2022-04-01 17:00:00,16.7,19.7,761.5,80.1,34.2,16.6
2022-04-01 17:30:00,16.6,19.8,762,81.2,34.4,16.6
2022-04-01 18:00:00,16.6,19.5,761.5,79.9,34.4,16.6
2022-04-01 18:30:00,16.6,19.1,761.9,82.2,34.1,16.7
2022-04-01 19:00:00,16.7,18.8,762,81.8,34,16.7
2022-04-01 19:30:00,16.7,18.9,762.5,67.1,32.6,16.7
2022-04-01 20:00:00,16.7,18.7,762.4,69.7,31.3,16.6
2022-04-01 20:30:00,16.7,18.4,762.4,70.1,30.8,16.7
2022-04-01 21:00:00,16.7,17.7,762.7,75.9,31.3,16.7
2022-04-01 21:30:00,16.7,18,762.5,71.3,30.9,16.7
2022-04-01 22:00:00,16.7,18.3,762.7,70.6,30.4,16.7
2022-04-01 22:30:00,16.7,17.7,762.9,75,30.5,16.7
2022-04-01 23:00:00,16.7,17.4,762.4,77.4,30.8,16.7
2022-04-01 23:30:00,16.7,16.9,762.6,79.4,30.9,16.7
2022-04-02 00:00:00,16.6,16.9,762.8,80.6,31.2,16.7
2022-04-02 00:30:00,16.7,16.6,763,81.8,31.4,16.7
2022-04-02 01:00:00,16.7,15.7,762.8,85,31,16.7
2022-04-02 01:30:00,16.6,14.8,762.8,88.6,30.8,16.7
2022-04-02 02:00:00,16.6,14.2,762.5,88.4,30.7,16.7
2022-04-02 02:30:00,16.7,13.7,762.5,90.7,31,16.7
2022-04-02 03:00:00,16.6,13.2,762.4,94.2,30.7,16.7
2022-04-02 03:30:00,16.7,12.8,762.1,95.2,30.4,16.7
2022-04-02 04:00:00,16.7,12.6,762,96.7,30.1,16.7
2022-04-02 04:30:00,16.6,12.2,761.8,97.9,29.9,16.7
2022-04-02 05:00:00,16.7,12.5,762.2,98,29.9,16.6
2022-04-02 05:30:00,16.7,11.8,762.1,97.2,29.5,16.7
2022-04-02 06:00:00,16.7,11.5,762,99.1,29.2,16.7
2022-04-02 06:30:00,16.6,12,761.9,99.3,29.4,16.6
2022-04-02 07:00:00,16.7,12.6,762,97,29.6,16.7
2022-04-02 07:30:00,16.7,14.3,761.9,91.9,30.3,16.7
2022-04-02 08:00:00,16.7,17.3,762.4,75.7,31.3,16.6
2022-04-02 08:30:00,16.7,16.4,761.9,80.9,31.2,16.7
2022-04-02 09:00:00,16.7,17.4,762.1,79.4,31.4,16.7
2022-04-02 09:30:00,16.7,18.6,762,72.1,31.9,16.7
2022-04-02 10:00:00,16.7,18.6,762.3,70.7,31.6,16.7
2022-04-02 10:30:00,16.7,19.7,762.1,69.1,30.2,16.7
2022-04-02 11:00:00,16.7,20.3,761.7,68.6,31,16.7
2022-04-02 11:30:00,16.7,20.5,761.6,68.2,31.6,16.7
2022-04-02 12:00:00,16.7,19.6,761.7,72.6,31.9,16.7
2022-04-02 12:30:00,16.7,19.5,761.3,74.9,32.2,16.6
2022-04-02 13:00:00,16.7,19.5,761.8,76.5,32.7,16.7
2022-04-02 13:30:00,16.7,20.2,761.1,73.5,33.2,16.7
2022-04-02 14:00:00,16.7,21.1,760.6,69.1,33.6,16.7
2022-04-02 14:30:00,16.6,19.7,761,75.9,33.2,16.7
2022-04-02 15:00:00,16.7,19.3,760.6,78.7,33.1,16.7
2022-04-02 15:30:00,16.7,19.3,760.6,80.5,33.4,16.7
2022-04-02 16:00:00,16.7,19.3,760.5,79.9,33.5,16.7
2022-04-02 16:30:00,16.7,19.4,760.2,79.6,34,16.6
2022-04-02 17:00:00,16.7,18.8,760.3,84.9,33.9,16.7
2022-04-02 17:30:00,16.7,19,760.3,84.4,34.2,16.7
2022-04-02 18:00:00,16.7,18.7,760.9,86.5,34.5,16.7
2022-04-02 18:30:00,16.7,18.3,760.7,89.7,34.7,16.7
2022-04-02 19:00:00,16.7,18,761.3,90.6,34.8,16.7
2022-04-02 19:30:00,16.7,17.8,761.1,91.7,34.8,16.7
2022-04-02 20:00:00,16.7,17.8,760.9,91.1,34.7,16.7
2022-04-02 20:30:00,16.7,17.5,761.5,90.8,34.4,16.7
2022-04-02 21:00:00,16.7,16.4,761.7,92.8,33.9,16.7
2022-04-02 21:30:00,16.7,15.6,761.8,96.7,33.4,16.7
2022-04-02 22:00:00,16.7,14.9,761.9,99.1,33.1,16.6
2022-04-02 22:30:00,16.7,14.4,761.7,100,32.8,16.6
2022-04-02 23:00:00,16.7,13.8,761.7,100,32.3,16.7
2022-04-02 23:30:00,16.7,13.6,761.7,100,32.2,16.7
2022-04-03 00:00:00,16.7,13.5,761.4,100,32.7,16.7
2022-04-03 00:30:00,16.7,13.2,761.5,100,32,16.7
2022-04-03 01:00:00,16.7,12.5,761.8,100,31.5,16.6
2022-04-03 01:30:00,16.6,12.1,761.6,100,30.8,16.6
2022-04-03 02:00:00,16.7,12.1,761.8,100,30.2,16.7
2022-04-03 02:30:00,16.7,11.6,761.6,100,29.9,16.7
2022-04-03 03:00:00,16.7,11.4,761,100,29.4,16.7
2022-04-03 03:30:00,16.7,11.3,761.3,100,29.2,16.7
2022-04-03 04:00:00,16.7,10.9,762.1,100,28.7,16.7
2022-04-03 04:30:00,16.7,11.6,761.8,100,29.1,16.6
2022-04-03 05:00:00,16.7,12.6,761.5,100,29.8,16.6
2022-04-03 05:30:00,16.7,13.2,761.8,100,30.5,16.7
2022-04-03 06:00:00,16.7,13.4,762.3,100,31.1,16.6
2022-04-03 06:30:00,16.7,13.4,761.6,100,31.3,16.7
2022-04-03 07:00:00,16.7,13.7,761.7,98.8,31.5,16.7
2022-04-03 07:30:00,16.7,14.7,761.6,91.7,31.8,16.7
2022-04-03 08:00:00,16.6,15,762.2,91.2,31.5,16.7
2022-04-03 08:30:00,16.7,16.2,761.8,86.5,31.8,16.7
2022-04-03 09:00:00,16.7,17.1,761.4,82.9,32.2,16.7
2022-04-03 09:30:00,16.7,19.5,762.1,74.4,32.7,16.7
2022-04-03 10:00:00,16.6,22.4,761.7,62.6,33.3,16.7
2022-04-03 10:30:00,16.6,22,761.9,63.8,31.9,16.7
2022-04-03 11:00:00,16.7,22.2,761.8,62.7,31.9,16.6
2022-04-03 11:30:00,16.6,21.3,761.5,65.4,32,16.7
2022-04-03 12:00:00,16.7,21.6,761.3,64.7,32.1,16.7
2022-04-03 12:30:00,16.7,21.8,761.7,65.4,32.4,16.7
2022-04-03 13:00:00,16.7,21.9,761,65.2,32.7,16.7
2022-04-03 13:30:00,16.7,21.8,760.8,66.3,32.9,16.6
2022-04-03 14:00:00,16.7,21,760.9,71.7,33,16.7
2022-04-03 14:30:00,16.7,21,760.8,72.2,33.4,16.7
2022-04-03 15:00:00,16.7,20.7,760.7,74.3,33.7,16.6
2022-04-03 15:30:00,16.7,21,760.7,73.8,34,16.6
2022-04-03 16:00:00,16.7,20.9,760.7,75.8,34.3,16.7
2022-04-03 16:30:00,16.7,20.6,760.5,76.9,34.4,16.7
2022-04-03 17:00:00,16.7,20.4,760.7,79,34.5,16.7
2022-04-03 17:30:00,16.6,19.8,761,80.3,34.4,16.7
2022-04-03 18:00:00,16.7,18.6,760.9,86,34.1,16.7
2022-04-03 18:30:00,16.7,18.5,760.7,86.9,34.4,16.7
2022-04-03 19:00:00,16.6,18.3,760.9,88.7,34.4,16.6
2022-04-03 19:30:00,16.7,18.3,761,88.6,34.6,16.7
2022-04-03 20:00:00,16.7,18.2,761.3,89.1,34.5,16.7
2022-04-03 20:30:00,16.7,18.1,761.6,89.1,34.7,16.7
2022-04-03 21:00:00,16.7,17.5,761.7,90.4,34.4,16.7
2022-04-03 21:30:00,16.7,16,761.8,95.5,34,16.7
2022-04-03 22:00:00,16.7,15.5,761.9,97.9,33.5,16.7
2022-04-03 22:30:00,16.7,14.9,762.4,98.7,33.1,16.7
2022-04-03 23:00:00,16.6,14.4,762.5,100,32.8,16.7
2022-04-03 23:30:00,16.7,13.9,762.1,100,32.3,16.7
2022-04-04 00:00:00,16.7,13.6,762.5,100,32.7,16.7
2022-04-04 00:30:00,16.7,13.1,762,100,32.4,16.7
2022-04-04 01:00:00,16.7,12.6,762.2,100,31.6,16.7
2022-04-04 01:30:00,16.7,12.8,762.3,100,31.1,16.7
2022-04-04 02:00:00,16.7,12.4,762.2,100,30.7,16.7
2022-04-04 02:30:00,16.7,11.9,762,100,30.2,16.7
2022-04-04 03:00:00,16.7,11.4,762.1,100,29.7,16.7
2022-04-04 03:30:00,16.6,11.3,761.5,100,29.4,16.7
2022-04-04 04:00:00,16.7,11.6,762,100,29.3,16.7
2022-04-04 04:30:00,16.7,11.8,762.6,100,29.4,16.7
2022-04-04 05:00:00,16.7,12.4,762,100,29.7,16.7
2022-04-04 05:30:00,16.7,13,762,100,30.3,16.6
2022-04-04 06:00:00,16.6,13.2,762.4,100,30.8,16.7
2022-04-04 06:30:00,16.7,13,762.5,98.4,31,16.7
2022-04-04 07:00:00,16.7,13,762.3,99,30.8,16.7
2022-04-04 07:30:00,16.7,13.6,762.4,98.1,31,16.7
2022-04-04 08:00:00,16.6,14.7,762.7,95,31.5,16.7
2022-04-04 08:30:00,16.7,14.9,762.7,89.9,31.8,16.7
2022-04-04 09:00:00,16.7,15.9,762.5,87.3,31.6,16.7
2022-04-04 09:30:00,16.7,17.2,763.1,82.3,32.1,16.7
2022-04-04 10:00:00,16.7,18.9,762.7,78.1,32.7,16.7
2022-04-04 10:30:00,16.7,20.3,762.8,74,33.4,16.6
2022-04-04 11:00:00,16.7,20.9,762.9,69.2,32,16.7
2022-04-04 11:30:00,16.7,21,762.3,66.5,32,16.6
2022-04-04 12:00:00,16.7,20.8,762.4,68.1,32.1,16.7
2022-04-04 12:30:00,16.7,21,762.7,67.4,32.3,16.6
2022-04-04 13:00:00,16.7,20.7,762.1,68.5,32.4,16.6
2022-04-04 13:30:00,16.7,21,761.2,67.9,32.6,16.6
2022-04-04 14:00:00,16.7,21.2,761.6,69.3,32.7,16.7
2022-04-04 14:30:00,16.7,21,761.7,70.7,32.9,16.7
2022-04-04 15:00:00,16.7,20.5,761.4,73.5,33.2,16.7
2022-04-04 15:30:00,16.7,20.8,761.1,72.2,33.5,16.7
2022-04-04 16:00:00,16.6,20.8,761.3,71.7,33.6,16.7
2022-04-04 16:30:00,16.7,20.3,761.3,74.7,33.5,16.7
2022-04-04 17:00:00,16.7,20.4,761.1,76,33.8,16.7
2022-04-04 17:30:00,16.7,19.5,760.9,78.3,33.8,16.7
2022-04-04 18:00:00,16.7,18.5,760.3,83.1,33.6,16.7
2022-04-04 18:30:00,16.7,18,760.5,86.6,33.5,16.7
2022-04-04 19:00:00,16.7,17.8,760.9,87.9,33.9,16.6
2022-04-04 19:30:00,16.7,17.7,761.3,88.7,33.9,16.7
2022-04-04 20:00:00,16.7,17.7,761.2,88.7,34,16.6
2022-04-04 20:30:00,16.6,17.6,761.4,89.1,33.9,16.6
2022-04-04 21:00:00,16.7,16.4,761,91.8,33.9,16.7
2022-04-04 21:30:00,16.7,15.4,761.1,97.2,33.2,16.7
2022-04-04 22:00:00,16.7,15.2,760.7,97.9,33,16.6
2022-04-04 22:30:00,16.7,14.8,761.3,98.5,32.7,16.7
2022-04-04 23:00:00,16.6,15,760.8,99.3,32.8,16.7
2022-04-04 23:30:00,16.7,15.2,761,97.4,33,16.7
2022-04-05 00:00:00,16.7,15.3,760.9,97.2,33,16.7
2022-04-05 00:30:00,16.6,15.5,760.8,97.2,33.5,16.7
2022-04-05 01:00:00,16.7,15.3,760.9,97,33.3,16.7
2022-04-05 01:30:00,16.7,15.2,760.2,98,33.1,16.6
2022-04-05 02:00:00,16.6,15,760.6,97.9,33,16.7
2022-04-05 02:30:00,16.7,14.5,760.6,99.2,33.5,16.6
2022-04-05 03:00:00,16.7,14.4,760.1,99.6,33.6,16.7
2022-04-05 03:30:00,16.7,14,759.8,100,33.1,16.7
2022-04-05 04:00:00,16.7,13.8,759.6,100,32.4,16.7
2022-04-05 04:30:00,16.7,13.4,759.9,100,31.9,16.7
2022-04-05 05:00:00,16.6,13.4,759.7,100,31.6,16.7
2022-04-05 05:30:00,16.7,13.3,760,100,31.4,16.7
2022-04-05 06:00:00,16.7,13.4,759.3,100,31.5,16.7
2022-04-05 06:30:00,16.6,13.2,759.9,98.3,31.3,16.7
2022-04-05 07:00:00,16.7,13.1,759.6,99.4,31,16.7
2022-04-05 07:30:00,16.6,13.9,759.6,97.6,31.2,16.7
2022-04-05 08:00:00,16.6,15.9,759.8,88.9,31.7,16.7
2022-04-05 08:30:00,16.6,16.6,759.3,83.9,31.8,16.7
2022-04-05 09:00:00,16.7,17.1,759.4,82.4,32.2,16.7
2022-04-05 09:30:00,16.6,16.9,759.2,83,32.1,16.6
2022-04-05 10:00:00,16.7,17.9,759.5,80.8,32.3,16.7
2022-04-05 10:30:00,16.7,19.7,759.4,73,31.8,16.7
2022-04-05 11:00:00,16.7,20.5,759.2,70.7,31.6,16.7
2022-04-05 11:30:00,16.6,19.7,758.9,73.6,31.9,16.7
2022-04-05 12:00:00,16.7,20.8,758.3,70.4,32.5,16.7
2022-04-05 12:30:00,16.7,19.5,758.3,75.7,32.8,16.7
2022-04-05 13:00:00,16.7,18.6,757.9,82.6,33.1,16.7
2022-04-05 13:30:00,16.7,17.4,758.1,93.9,33.6,16.6
2022-04-05 14:00:00,16.7,17.2,757.7,96.8,34.1,16.7
2022-04-05 14:30:00,16.7,17.9,757,92.2,34.8,16.7
2022-04-05 15:00:00,16.7,18.4,757.1,90.1,35.2,16.7
2022-04-05 15:30:00,16.7,17.8,757,91.5,35,16.7
2022-04-05 16:00:00,16.7,17.5,756.3,93.2,34.7,16.7
2022-04-05 16:30:00,16.6,17.7,756.3,94,34.9,16.7
2022-04-05 17:00:00,16.7,17.6,755.8,94.5,35.1,16.7
2022-04-05 17:30:00,16.7,17.6,755.6,94.5,35.3,16.7
2022-04-05 18:00:00,16.7,17.3,755.7,95.6,35.3,16.7
2022-04-05 18:30:00,16.7,17.1,755.4,97.2,35.2,16.7
2022-04-05 19:00:00,16.6,16.9,755.3,98,35.1,16.7
2022-04-05 19:30:00,16.7,16.8,755.2,99.3,34.9,16.7
2022-04-05 20:00:00,16.7,16.8,755.4,99.9,35,16.7
2022-04-05 20:30:00,16.7,16.7,755,100,35.2,16.7
2022-04-05 21:00:00,16.6,16.6,754.8,100,35.1,16.7
2022-04-05 21:30:00,16.7,16.6,754.8,100,35,16.7
2022-04-05 22:00:00,16.7,16.7,755.2,100,35.2,16.7
2022-04-05 22:30:00,16.7,16.8,754.8,100,35.1,16.7
2022-04-05 23:00:00,16.6,17,754,100,35.4,16.7
2022-04-05 23:30:00,16.7,17.1,754,99,35.3,16.7
2022-04-06 00:00:00,16.7,17.2,753.9,99.2,35.6,16.7
2022-04-06 00:30:00,16.6,17.2,753.6,96.1,35.3,16.6
2022-04-06 01:00:00,16.7,17,752.9,95.7,34.9,16.6
2022-04-06 01:30:00,16.7,16.9,753.3,95.9,34.8,16.7
2022-04-06 02:00:00,16.7,17,753.3,95.9,34.7,16.7
2022-04-06 02:30:00,16.7,17.4,752.7,93.4,34.8,16.7
2022-04-06 03:00:00,16.7,17.4,752.2,92.9,34.6,16.7
2022-04-06 03:30:00,16.7,17.5,751.3,94.8,34.8,16.6
2022-04-06 04:00:00,16.7,17.7,751.4,95.2,35.1,16.6
2022-04-06 04:30:00,16.7,17.6,750.7,96.1,35.2,16.7
2022-04-06 05:00:00,16.7,17.5,750.2,97,35.3,16.7
2022-04-06 05:30:00,16.6,17,750.4,97.9,35.2,16.7
2022-04-06 06:00:00,16.7,16.6,749.9,98.4,34.9,16.6
2022-04-06 06:30:00,16.6,16.6,750,98.9,34.8,16.7
2022-04-06 07:00:00,16.7,16.5,749.9,98.4,34.5,16.7
2022-04-06 07:30:00,16.7,16.6,750.3,98.4,34.6,16.7
2022-04-06 08:00:00,16.7,17.7,750.3,95.6,34.8,16.7
2022-04-06 08:30:00,16.7,18.9,750.2,90.5,35.5,16.7
2022-04-06 09:00:00,16.7,18.8,750,87.9,35.6,16.6
2022-04-06 09:30:00,16.7,20.4,749.8,81.3,35.9,16.6
2022-04-06 10:00:00,16.7,20.4,749.8,82.5,35.9,16.7
2022-04-06 10:30:00,16.7,20.7,749.4,80.9,35.9,16.7
2022-04-06 11:00:00,16.6,21,749.1,77.7,35.5,16.7
2022-04-06 11:30:00,16.7,21.1,749.3,73,35,16.7
2022-04-06 12:00:00,16.7,21.8,749,69.7,34.6,16.7
2022-04-06 12:30:00,16.7,21.6,748.8,70.4,34.1,16.7
2022-04-06 13:00:00,16.6,21.2,748.5,71.5,34,16.7
2022-04-06 13:30:00,16.7,20.9,747.9,76.6,33.9,16.7
2022-04-06 14:00:00,16.7,20.9,747.7,81.1,34.6,16.7
2022-04-06 14:30:00,16.7,19.5,747,89.8,35.3,16.7
2022-04-06 15:00:00,16.7,19.5,748,91.5,36,16.7
2022-04-06 15:30:00,16.7,19.6,747.6,95.5,36.9,16.7
2022-04-06 16:00:00,16.7,20.3,747.1,90,37.4,16.7
2022-04-06 16:30:00,16.7,20.7,747.2,84.3,36.8,16.7
2022-04-06 17:00:00,16.7,21.1,747.4,76.6,35.8,16.7
2022-04-06 17:30:00,16.7,20.3,748,64.1,34,16.7
2022-04-06 18:00:00,16.7,18,748.3,67.6,31.4,16.7
