"","Time","Date","Flags","pm","pmb","baro","vac","vacb","pflow","pflowb","ambrh","srh","srhb","ambtemp","ftemp","ftempb","fvol","fvolb","beta","betab","araw","arawb","mcmp","mcmpb","datetime"
"1","15:30:00",2022-03-29,"--------","15.4893","5.02993","759.694","68.5813","68.3788","31.4671","22.9287","53.8687","34.1174","34.2778","22.5907","30.6565","30.5714","16.6974","16.6877","12694.9","11320.7","5","0","127.109","52.1523",2022-03-29 15:30:00
"2","16:00:00",2022-03-29,"--------","18.5308","6.0311","759.531","69.3472","68.8692","31.3548","23.0238","62.9371","38.3156","38.6295","22.3607","31.1316","30.9832","16.6677","16.6623","12841.5","11340.5","1","1","0","0",2022-03-29 16:00:00
"3","16:30:00",2022-03-29,"--------","15.3422","6.7008","759.926","68.5282","68.7373","31.6693","23.3807","66.2353","36.7066","36.4968","21.6132","32.0501","32.1551","16.6883","16.6708","13176.6","11969.9","1","0","0.693257","-5.16889",2022-03-29 16:30:00
"4","17:00:00",2022-03-29,"--------","20.4034","3.36576","759.553","69.0331","68.9979","32.189","23.5617","71.0024","36.0332","36.0759","20.147","32.0818","32.06","16.6716","16.6686","12952.8","11724","1","1","17.4105","-1.66521",2022-03-29 17:00:00
"5","17:30:00",2022-03-29,"--------","21.1287","3.22827","760.251","69.4201","69.3528","32.1359","23.6472","70.9181","35.4369","35.5402","20.0895","32.3035","32.2501","16.6395","16.6699","12765.5","11678.3","4","3","21.8613","7.07238",2022-03-29 17:30:00
"6","18:00:00",2022-03-29,"--------","17.619","4.67836","760.42","69.4506","69.4983","32.2928","23.7656","76.0358","35.7326","35.8369","18.8821","32.1134","32.06","16.668","16.6546","12848.5","11735.5","2","3","24.6272","12.9426",2022-03-29 18:00:00
"7","18:30:00",2022-03-29,"--------","13.0777","2.56406","760.919","69.8567","69.8151","32.377","24.1027","79.8232","35.8104","35.7909","18.1347","32.1451","32.1551","16.6427","16.6993","12835.6","11754.1","4","2","30.3099","10.9632",2022-03-29 18:30:00
"8","19:00:00",2022-03-29,"--------","11.2534","5.29678","761.009","70.1621","69.9847","33.159","24.0906","85.8767","35.7647","35.8689","17.0997","32.3668","32.3134","16.6788","16.6657","12990","11762.2","2","3","38.5045","27.5165",2022-03-29 19:00:00
"9","19:30:00",2022-03-29,"--------","12.2942","6.64693","761.301","70.6007","70.4145","33.32","24.4617","89.7411","35.2179","35.1987","15.8635","32.0818","32.0917","16.663","16.6473","12784.1","11803.6","1","0","38.5154","14.1684",2022-03-29 19:30:00
"10","20:00:00",2022-03-29,"--------","12.6399","4.25902","761.672","70.7053","70.5329","33.523","24.502","91.133","35.0142","34.9951","15.3461","31.8917","31.9017","16.6627","16.6802","12738","11694.3","2","3","47.4859","9.54549",2022-03-29 20:00:00
"11","20:30:00",2022-03-29,"--------","15.8485","3.23118","761.711","70.8856","70.6842","33.4142","24.4502","92.8024","35.2726","35.2534","14.9148","31.6067","31.6166","16.6838","16.6404","12686.2","11739.6","0","1","64.163","20.778",2022-03-29 20:30:00
"12","21:00:00",2022-03-29,"--------","14.568","3.11104","761.523","70.9856","71.0011","33.6133","24.5997","94.1849","33.6612","33.5846","14.1674","31.8917","31.9334","16.6567","16.6387","12941.7","11507.6","2","2","52.0299","3.7151",2022-03-29 21:00:00
"13","21:30:00",2022-03-29,"--------","0.852855","-3.50821","761.845","71.0698","71.0412","33.7397","24.6279","96.1983","33.1923","33.117","13.7936","32.1134","32.1551","16.6655","16.6292","12694.7","11641.3","6","1","7.19253","-1.22037",2022-03-29 21:30:00
"14","22:00:00",2022-03-29,"--------","6.79581","-3.06291","761.824","70.7848","70.823","33.9408","24.7281","94.6766","32.6534","32.3543","13.5349","31.8284","31.9967","16.6955","16.6664","12633.6","11976.2","1","2","22.0309","3.00467",2022-03-29 22:00:00
"15","22:30:00",2022-03-29,"--------","10.8284","0.364497","761.69","70.29","70.2683","33.7443","24.8873","95.9431","33.3511","33.0441","13.0174","31.0999","31.2682","16.6488","16.6615","12634","11670.4","4","1","22.496","5.64643",2022-03-29 22:30:00
"16","23:00:00",2022-03-29,"--------","9.60062","-1.23946","762.098","70.2825","70.2613","33.6443","24.8128","96.9036","34.2714","34.0737","12.9024","30.6565","30.7615","16.6521","16.6937","12738.1","11704","0","1","22.9751","-4.34535",2022-03-29 23:00:00
"17","23:30:00",2022-03-29,"--------","9.13615","-0.73116","761.715","70.2417","70.1696","34.0586","24.7732","98.8234","34.8168","34.6157","12.6724","30.4664","30.5714","16.6851","16.6559","12760.1","11682.6","0","1","39.263","8.5644",2022-03-29 23:30:00
"18","00:00:00",2022-03-30,"--------","7.45082","6.06217","761.569","70.3143","70.0082","33.8758","24.6179","98.8772","34.8909","34.7499","12.5574","30.3081","30.3814","16.6737","16.6465","12564","11518","2","0","0","0",2022-03-30 00:00:00
"19","00:30:00",2022-03-30,"--------","13.0126","0.475962","761.998","68.7962","66.8594","33.4723","24.6163","99.1085","34.7699","34.8118","12.1837","29.9914","29.9696","16.6081","16.671","12876.7","11374.1","2","3","2.31256","12.0058",2022-03-30 00:30:00
"20","01:00:00",2022-03-30,"--------","14.4997","-8.52517","761.905","68.9141","66.7802","33.9301","24.7069","99.894","34.6664","34.526","11.9537","29.928","30.0013","16.6807","16.6679","12944.1","11332.6","3","1","10.9407","18.4766",2022-03-30 01:00:00
"21","01:30:00",2022-03-30,"--------","11.075","2.42001","762.239","68.8717","66.777","33.8607","24.8406","100","34.7595","34.7403","11.8675","29.8013","29.8113","16.679","16.6826","12896.5","11207","3","2","19.3239","16.3293",2022-03-30 01:30:00
"22","02:00:00",2022-03-30,"--------","14.9776","5.4476","761.384","69.038","66.9074","33.6047","24.6093","100","35.0737","34.9928","12.0112","29.8013","29.843","16.6535","16.6415","12812.6","11128.9","2","0","22.6137","9.11883",2022-03-30 02:00:00
"23","02:30:00",2022-03-30,"--------","10.618","3.40061","761.795","69.1107","66.9835","33.8824","24.6616","99.942","34.4326","34.4136","11.81","29.8963","29.9063","16.6713","16.6614","12875.9","11268.4","1","2","27.8136","16.6776",2022-03-30 02:30:00
"24","03:00:00",2022-03-30,"--------","10.4197","2.79156","761.303","69.2876","67.0254","33.7341","24.601","98.1982","35.3875","35.4301","12.5574","29.928","29.9063","16.6716","16.6816","12894.4","11164.9","1","3","25.1369","19.6981",2022-03-30 03:00:00
"25","03:30:00",2022-03-30,"--------","4.35095","6.03419","761.476","69.2059","66.9597","33.6617","24.6116","98.0528","34.8958","34.8154","12.385","29.9597","30.0013","16.6658","16.6737","12973.9","11377.9","3","1","26.0642","32.7174",2022-03-30 03:30:00
"26","04:00:00",2022-03-30,"--------","3.34994","7.1323","761.475","69.2543","66.9187","33.7388","24.5146","96.1601","34.9672","34.948","12.7587","29.9914","30.0013","16.6581","16.66","12645.6","11234.9","1","1","30.2556","28.5615",2022-03-30 04:00:00
"27","04:30:00",2022-03-30,"--------","5.54674","4.78795","761.202","69.3908","67.0098","33.611","24.3366","95.5875","34.7057","34.6259","12.9312","30.2131","30.2547","16.6876","16.6365","12770.3","11240.8","2","0","40.4111","29.6631",2022-03-30 04:30:00
"28","05:00:00",2022-03-30,"--------","6.31973","2.36646","761.126","69.3175","67.0121","33.5517","24.5951","97.0122","34.843","34.7629","12.6724","30.118","30.1597","16.656","16.6796","12804.6","11222.8","2","1","31.5398","28.2382",2022-03-30 05:00:00
"29","05:30:00",2022-03-30,"--------","5.49728","0.283705","761.543","69.4147","67.025","33.8474","24.6182","97.2179","34.4761","34.4571","12.3562","29.9914","30.0013","16.6838","16.6713","12967","11248.3","1","1","35.3165","17.9936",2022-03-30 05:30:00
"30","06:00:00",2022-03-30,"--------","3.10793","-3.46107","761.742","69.5647","67.244","33.6277","24.7734","98.5377","35.0055","34.9862","12.3562","29.9597","29.9696","16.6894","16.685","12748.2","11265","2","0","49.6205","35.4538",2022-03-30 06:00:00
"31","06:30:00",2022-03-30,"--------","6.09725","2.04445","761.33","69.6951","67.3514","33.6967","24.6871","99.0119","35.4272","35.4698","12.4712","29.9597","29.938","16.6595","16.7002","13060.1","11397","2","1","48.8234","31.9702",2022-03-30 06:30:00
"32","07:00:00",2022-03-30,"--------","9.79237","7.5239","761.605","69.9376","67.5291","33.6878","24.5604","98.8772","35.3831","35.4257","12.5574","30.0547","30.033","16.674","16.6802","12754.5","11304.7","3","3","45.4333","29.9673",2022-03-30 07:00:00
"33","07:30:00",2022-03-30,"--------","6.02112","1.71674","761.579","70.4321","67.7784","33.7986","24.3922","98.6835","36.0274","36.1971","13.1324","30.3398","30.2547","16.669","16.6497","12777.8","11210.5","5","1","59.9049","32.4417",2022-03-30 07:30:00
"34","08:00:00",2022-03-30,"--------","12.2382","5.17903","761.625","70.7646","68.0738","33.3311","24.2161","89.3777","35.5513","35.5318","15.2886","31.1949","31.2049","16.6557","16.6173","12728.5","11312.5","1","1","0","0",2022-03-30 08:00:00
"35","08:30:00",2022-03-30,"--------","9.55343","13.0268","761.934","69.4134","67.1189","32.8956","24.139","85.8175","35.2986","35.5868","16.266","31.67","31.5216","16.6613","16.6807","12957.1","11779.1","0","3","1.58627","5.66147",2022-03-30 08:30:00
"36","09:00:00",2022-03-30,"--------","8.84324","23.0422","762.155","69.344","67.1426","33.0928","24.2644","82.8274","34.7313","34.8328","16.841","31.9551","31.9017","16.6824","16.6899","12542.2","11812.5","2","1","3.90145","10.2355",2022-03-30 09:00:00
"37","09:30:00",2022-03-30,"--------","5.98333","15.7384","762.376","69.7236","67.2046","32.5788","23.8135","75.5915","35.0311","35.1329","19.2558","32.7786","32.7252","16.6788","16.6754","12642.1","11643.9","5","1","4.45701","14.573",2022-03-30 09:30:00
"38","10:00:00",2022-03-30,"--------","7.46618","4.70607","762.118","69.6775","67.1324","32.5257","23.8488","72.747","34.994","35.0954","20.2908","33.222","33.1686","16.7171","16.6884","12707.7","11939.3","2","1","11.9168","8.91457",2022-03-30 10:00:00
"39","10:30:00",2022-03-30,"--------","21.8958","11.9429","761.681","68.8901","66.4185","31.3988","22.9095","60.3472","36.3781","36.6099","23.6831","32.7152","32.5985","16.6549","16.6279","12728.1","11682","1","0","32.7652","34.3949",2022-03-30 10:30:00
"40","11:00:00",2022-03-30,"--------","28.0774","23.3064","761.777","69.1656","66.6993","31.3642","22.9994","58.1104","36.4758","36.8357","24.0856","32.3985","32.2184","16.6582","16.6773","12851","11656.6","1","0","34.1358","27.2765",2022-03-30 11:00:00
"41","11:30:00",2022-03-30,"--------","18.255","13.3442","761.404","69.7514","67.2303","31.5075","22.9742","58.3363","36.3081","36.5397","24.0281","32.4935","32.3768","16.7146","16.6739","12710.5","12027.1","1","0","42.0184","35.2331",2022-03-30 11:30:00
"42","12:00:00",2022-03-30,"--------","12.4234","8.10345","761.378","70.0155","67.4004","31.4621","22.9734","56.5903","35.1949","35.3579","24.3443","32.8419","32.7569","16.6867","16.6743","12639.8","11849.5","4","1","53.8907","35.6231",2022-03-30 12:00:00
"43","12:30:00",2022-03-30,"--------","10.5746","2.30739","761.374","70.0566","67.6694","31.327","22.8804","58.3888","37.2126","37.1286","24.8905","32.9686","33.0102","16.6427","16.6505","12806.2","11740","1","0","46.9022","40.8354",2022-03-30 12:30:00
"44","13:00:00",2022-03-30,"--------","10.3824","4.87914","760.846","70.7991","68.3578","31.5517","23.1198","60.9746","35.7897","35.9546","24.1143","33.6654","33.5803","16.6755","16.6625","12671.7","11848.6","1","2","64.1915","42.9655",2022-03-30 13:00:00
"45","13:30:00",2022-03-30,"--------","13.9166","7.48588","760.786","71.1014","68.4905","31.9725","23.2712","61.1841","34.7393","34.9592","23.5681","33.6971","33.5803","16.7091","16.7034","12734.2","11801.3","2","0","62.3028","47.2736",2022-03-30 13:30:00
"46","14:00:00",2022-03-30,"--------","8.82806","5.12978","760.754","70.7851","68.2926","31.5831","23.1752","59.2934","34.577","34.677","23.9418","33.6021","33.5487","16.6417","16.6585","12817.6","11899","1","0","72.9479","0.522025",2022-03-30 14:00:00
"47","14:30:00",2022-03-30,"--------","10.723","-4.0473","760.296","70.7918","68.1767","31.4261","23.0365","57.8664","33.9168","33.8985","23.9706","33.5387","33.5487","16.653","16.6431","12516.6","11800.1","1","0","74.1918","10.5565",2022-03-30 14:30:00
"48","15:00:00",2022-03-30,"--------","5.02781","-3.23876","760.352","70.9093","68.3193","31.7123","23.2305","60.5985","34.8255","34.8067","23.5106","33.412","33.422","16.6406","16.7082","12660.2","11956.4","2","0","77.0254","2.94475",2022-03-30 15:00:00
"49","15:30:00",2022-03-30,"--------","7.38473","1.59606","759.894","71.1241","68.467","31.7238","23.1517","61.7699","35.613","35.6549","23.6256","33.4754","33.4537","16.6724","16.6809","12489.7","11984.9","1","1","75.9396","5.71769",2022-03-30 15:30:00
"50","16:00:00",2022-03-30,"--------","8.35132","3.82517","760.126","71.389","68.6705","31.57","23.0682","60.9972","35.2655","35.4886","23.9706","33.7921","33.6754","16.6535","16.6438","12629.5","11962","3","0","0","0",2022-03-30 16:00:00
"51","16:30:00",2022-03-30,"--------","0.661527","8.05207","760.054","68.7529","67.9939","31.5937","23.2137","64.4076","35.411","35.5737","23.3956","34.1088","34.0238","16.6361","16.6922","13247.7","11297.7","2","0","5.62101","-1.65319",2022-03-30 16:30:00
"52","17:00:00",2022-03-30,"--------","-5.61111","5.59357","760.06","68.6781","68.1154","31.864","23.3783","65.3213","34.7438","34.9037","22.6482","33.9188","33.8337","16.6599","16.686","13492.8","11342.7","2","2","3.43182","-0.867729",2022-03-30 17:00:00
"53","17:30:00",2022-03-30,"--------","-3.72583","2.8391","760.385","68.6433","67.9677","32.177","23.385","67.7471","35.0284","35.0695","22.0157","33.7604","33.7387","16.6858","16.6642","13209.7","11293.7","2","0","5.68798","-1.51224",2022-03-30 17:30:00
"54","18:00:00",2022-03-30,"--------","-0.654725","-3.40766","760.656","68.565","67.9519","32.4317","23.6577","71.6464","35.1123","35.0934","20.6645","33.2853","33.2953","16.6762","16.6863","13340.6","11375.4","2","2","11.3175","-2.00321",2022-03-30 18:00:00
"55","18:30:00",2022-03-30,"--------","3.86793","1.58474","760.805","68.6288","67.8817","32.3654","23.6633","72.9959","35.2985","35.401","20.147","32.9686","32.9152","16.6732","16.7082","13430.5","11231.2","3","2","-3.77847","-6.92011",2022-03-30 18:30:00
"56","19:00:00",2022-03-30,"--------","0.66573","-3.12784","760.711","68.9718","68.1794","32.5043","23.7568","78.3294","35.9254","36.0296","19.3996","33.127","33.0736","16.6504","16.6506","13276.8","11394.2","0","3","6.88367","5.18194",2022-03-30 19:00:00
"57","19:30:00",2022-03-30,"--------","4.58205","-1.58897","760.933","69.3263","68.6305","32.5165","23.7936","78.9206","35.9478","36.0518","19.5146","33.3803","33.327","16.6587","16.6715","13384.4","11424.6","3","1","11.3354","3.12672",2022-03-30 19:30:00
"58","20:00:00",2022-03-30,"--------","3.92989","2.13381","761.397","69.6743","68.7204","32.6375","23.9734","78.6228","35.2638","35.3657","19.5721","33.7287","33.6754","16.6548","16.6862","13338.2","11459","2","0","19.082","12.6037",2022-03-30 20:00:00
"59","20:30:00",2022-03-30,"--------","7.21392","6.71966","761.428","69.7179","68.9004","32.5859","23.9719","78.8654","35.6761","35.7792","19.6583","33.6654","33.612","16.6643","16.6878","13361.3","11259","3","2","19.7811","2.22716",2022-03-30 20:30:00
"60","21:00:00",2022-03-30,"--------","7.97518","3.17066","761.471","69.5501","68.9062","32.6313","24.0024","76.5511","34.3347","34.4339","19.5433","33.6971","33.6437","16.6619","16.6817","13436.9","11170.7","3","1","26.2486","15.3946",2022-03-30 21:00:00
"61","21:30:00",2022-03-30,"--------","8.78441","3.13305","761.825","69.723","68.9565","32.6749","23.7212","80.0128","34.9787","35.0797","19.1408","33.7287","33.6754","16.6594","16.6412","13279.7","11282","0","1","23.3021","4.80476",2022-03-30 21:30:00
"62","22:00:00",2022-03-30,"--------","8.64248","1.53652","762.016","70.1459","69.4138","32.9952","24.0901","84.1764","35.5583","35.6","18.6234","33.7921","33.7704","16.6703","16.6324","13127.5","11319.6","3","0","27.9403","17.5518",2022-03-30 22:00:00
"63","22:30:00",2022-03-30,"--------","10.0341","3.79946","761.766","70.3656","69.4822","33.1464","24.0571","85.4951","35.4413","35.4223","18.5084","34.0138","34.0238","16.7294","16.6442","13351","11142","4","0","35.1067","7.08503",2022-03-30 22:30:00
"64","23:00:00",2022-03-30,"--------","10.5324","1.76394","761.703","70.4869","69.6883","33.2465","24.3894","87.181","34.9142","35.0149","17.8472","33.9188","33.8654","16.7008","16.6881","13348","11182.6","1","4","43.6227","12.0122",2022-03-30 23:00:00
"65","23:30:00",2022-03-30,"--------","9.49439","0.283243","761.217","70.5592","69.5806","33.3147","24.5857","89.7703","34.1869","34.1101","16.9272","33.8238","33.8654","16.6629","16.6876","13201.8","11258.7","1","2","41.3093","12.7291",2022-03-30 23:30:00
"66","00:00:00",2022-03-31,"--------","12.9991","2.65245","761.468","70.5243","69.668","33.3807","24.377","93.3325","34.4289","34.2925","15.9785","33.3487","33.422","16.6264","16.6548","13405","11254","2","2","0","0",2022-03-31 00:00:00
"67","00:30:00",2022-03-31,"--------","9.13356","3.55856","761.124","70.3773","69.5986","33.6548","24.6774","95.5938","35.1202","34.0324","15.461","32.8419","33.422","16.6894","16.6822","13014.8","11642.5","2","0","12.73","-0.434917",2022-03-31 00:30:00
"68","01:00:00",2022-03-31,"--------","12.3418","6.87043","761.229","70.613","69.3499","33.3541","24.6178","97.032","35.0811","34.7017","15.0298","32.6519","32.8519","16.6712","16.6701","13100.3","11517.6","1","3","11.0512","1.05525",2022-03-31 01:00:00
"69","01:30:00",2022-03-31,"--------","13.0406","3.95774","761.242","70.5601","69.4493","33.6737","24.5312","97.9643","34.7291","34.4717","14.5411","32.4618","32.5985","16.6897","16.636","13034.4","11587.2","3","0","20.9621","-1.19014",2022-03-31 01:30:00
"70","02:00:00",2022-03-31,"--------","9.58939","-1.63784","760.99","70.8333","69.7042","33.7367","24.6795","99.1439","34.4778","34.3405","14.3686","32.6202","32.6935","16.6508","16.6594","12997.2","11349.2","3","1","15.8469","3.06016",2022-03-31 02:00:00
"71","02:30:00",2022-03-31,"--------","1.01095","-9.86819","760.56","70.9662","69.7288","33.9207","25.0552","99.2408","32.7591","32.5733","14.0811","33.2537","33.3586","16.6564","16.6914","13276.3","11544.5","4","3","9.09792","-4.74576",2022-03-31 02:30:00
"72","03:00:00",2022-03-31,"--------","3.81329","-10.4392","760.581","70.4902","69.438","33.8602","24.9165","99.1863","32.6103","32.425","13.7936","33.0003","33.1053","16.6683","16.6811","12896.1","11593.1","1","0","24.1295","0.174472",2022-03-31 03:00:00
"73","03:30:00",2022-03-31,"--------","6.07631","-4.70706","760.329","70.1628","68.9749","33.9464","24.7401","100","33.3622","33.1144","13.3337","32.2085","32.3451","16.6939","16.6573","12883.7","11451.6","2","0","16.6788","-9.54515",2022-03-31 03:30:00
"74","04:00:00",2022-03-31,"--------","-0.287064","-3.03003","760.44","69.6882","68.454","33.62","24.8238","100","33.5708","33.2629","12.9599","31.67","31.8383","16.6257","16.6874","12863.9","11473.2","1","2","11.1641","-6.53024",2022-03-31 04:00:00
"75","04:30:00",2022-03-31,"--------","5.96317","-3.36736","760.029","69.3762","68.1834","33.6741","24.7693","100","34.1982","33.9422","12.6149","30.9415","31.0782","16.6744","16.6744","12815.3","11526.7","3","2","14.3169","-12.5368",2022-03-31 04:30:00
"76","05:00:00",2022-03-31,"--------","2.27482","-4.0564","760.188","69.0845","67.7941","33.6758","24.6686","100","34.0591","33.9218","12.27","30.6248","30.6981","16.6679","16.6631","12903.9","11470.2","1","3","27.6927","-6.37506",2022-03-31 05:00:00
"77","05:30:00",2022-03-31,"--------","6.61696","1.26009","760.131","69.1196","67.9235","33.8367","24.7728","100","34.2849","34.1463","12.04","30.2447","30.318","16.6895","16.6759","12945.9","11370.4","2","0","16.787","-8.68502",2022-03-31 05:30:00
"78","06:00:00",2022-03-31,"--------","5.77181","-3.59898","760.045","69.2374","67.8994","33.7272","24.7547","100","34.3303","34.3114","11.7812","29.928","29.938","16.6678","16.6887","12985.9","11431.8","6","2","25.8709","-2.17166",2022-03-31 06:00:00
"79","06:30:00",2022-03-31,"--------","10.3786","1.91136","760.294","69.3052","67.8949","33.7605","24.9241","100","35.0631","34.9822","11.81","29.5796","29.6212","16.6772","16.6926","12762.6","11354.9","1","3","35.7775","-9.31143",2022-03-31 06:30:00
"80","07:00:00",2022-03-31,"--------","13.8445","5.48191","760.413","69.6702","68.4958","33.8655","24.6912","100","35.1249","34.9822","11.81","29.5479","29.6212","16.701","16.6711","12821.7","11430.1","4","0","42.7478","-14.4718",2022-03-31 07:00:00
"81","07:30:00",2022-03-31,"--------","16.4224","2.75306","760.342","70.5418","68.9734","33.2423","24.2908","100","39.7591","39.8764","14.5986","30.4348","30.3814","16.6725","16.6707","12691.8","11354.2","2","3","52.9893","-3.57542",2022-03-31 07:30:00
"82","08:00:00",2022-03-31,"--------","16.1786","5.58921","760.3","71.3768","69.8513","32.9942","24.2236","86.217","34.6711","34.8327","16.151","31.9551","31.87","16.6389","16.6429","12984.5","11604","3","0","0","0",2022-03-31 08:00:00
"83","08:30:00",2022-03-31,"--------","15.0903","2.239","760.338","69.8655","67.0863","32.5548","23.8942","80.9359","35.8105","36.9202","18.4221","32.7152","32.1551","16.6959","16.6928","13674","12109.1","2","1","-4.67273","0.984299",2022-03-31 08:30:00
"84","09:00:00",2022-03-31,"--------","2.41282","1.74834","760.296","69.9869","67.3416","32.3607","23.5527","72.9583","34.674","35.3757","20.4345","33.6021","33.2319","16.6714","16.6486","13501.6","12148.4","2","0","-9.51242","5.42861",2022-03-31 09:00:00
"85","09:30:00",2022-03-31,"--------","6.35486","6.80371","760.698","69.6849","67.2232","32.1499","23.3061","68.7185","34.6985","35.0375","21.7857","33.9505","33.7704","16.668","16.6559","13754.8","12212","0","0","20.2801","29.1361",2022-03-31 09:30:00
"86","10:00:00",2022-03-31,"--------","28.651","32.8885","760.376","70.0122","67.3266","32.2704","23.5807","75.0499","38.0051","38.5124","20.5783","32.5885","32.3451","16.6944","16.6904","13538.1","12094.4","3","1","17.2653","38.2916",2022-03-31 10:00:00
"87","10:30:00",2022-03-31,"--------","17.6043","14.2798","760.519","70.7589","67.9672","32.179","23.4661","71.4581","35.924","36.5272","20.9808","33.1586","32.8519","16.6557","16.6544","13550.4","12074.3","3","1","28.0266","25.1904",2022-03-31 10:30:00
"88","11:00:00",2022-03-31,"--------","15.5758","3.80923","760.391","71.0548","68.3937","32.4623","23.6224","72.3833","35.8392","36.3783","20.722","33.1586","32.8835","16.7015","16.6895","13937.7","12146","0","0","35.7235","37.7229",2022-03-31 11:00:00
"89","11:30:00",2022-03-31,"--------","12.1273","7.14516","760.589","71.1078","68.4725","31.966","23.4476","71.0657","36.0784","36.4317","21.4982","33.5387","33.3586","16.6513","16.6487","13462","12162.3","3","2","38.1679","33.4449",2022-03-31 11:30:00
"90","12:00:00",2022-03-31,"--------","13.1181","7.32785","759.961","71.7165","68.9482","32.1787","23.4684","70.8117","35.7002","36.0492","21.6132","33.7921","33.612","16.6729","16.6462","13359.7","12022.2","1","0","50.4236","39.2175",2022-03-31 12:00:00
"91","12:30:00",2022-03-31,"--------","17.5585","4.17444","759.712","71.7552","69.2285","32.2105","23.3999","69.0153","34.9706","34.9518","21.6995","33.7921","33.8021","16.65","16.6338","13550.1","12068.1","2","3","54.0229","32.4834",2022-03-31 12:30:00
"92","13:00:00",2022-03-31,"--------","17.2304","6.45681","758.795","71.7816","69.1764","32.1123","23.4729","68.8303","34.6966","34.7966","21.757","33.9505","33.8971","16.6434","16.6597","13576.2","12003.6","2","2","45.3348","46.0073",2022-03-31 13:00:00
"93","13:30:00",2022-03-31,"--------","10.9328","7.89777","758.98","71.7275","69.2158","32.2904","23.6504","70.5515","34.9214","34.9026","21.0957","33.5704","33.5803","16.6794","16.6927","13452","12111.7","3","2","63.6215","48.5728",2022-03-31 13:30:00
"94","14:00:00",2022-03-31,"--------","12.3429","3.82939","758.591","71.9836","69.2973","32.0039","23.5006","69.7548","36.2998","36.4667","22.3607","34.0138","33.9287","16.6495","16.6749","13529.7","12010.3","3","2","68.1265","48.053",2022-03-31 14:00:00
"95","14:30:00",2022-03-31,"--------","5.85863","-1.15803","758.514","72.4249","69.8367","32.2716","23.5877","73.9691","36.2862","36.3906","21.642","34.3305","34.2771","16.6393","16.6896","13470.5","12050.8","4","0","68.5935","14.9348",2022-03-31 14:30:00
"96","15:00:00",2022-03-31,"--------","10.63","5.32559","758.5","73.051","70.3212","32.4171","23.7898","77.3333","36.118","36.16","21.2395","34.8056","34.7839","16.6732","16.6763","13444.5","12309.9","2","1","73.7366","5.46426",2022-03-31 15:00:00
"97","15:30:00",2022-03-31,"--------","10.38","4.90765","758.085","73.1893","70.4377","32.4401","23.7186","74.9934","35.3748","35.476","21.8145","35.249","35.1957","16.6952","16.6921","13501.9","12258.2","3","1","81.3916","13.6655",2022-03-31 15:30:00
"98","16:00:00",2022-03-31,"--------","9.9153","1.89801","758.167","73.5222","70.7802","32.6479","23.7478","78.6697","35.4572","35.5585","21.182","35.4074","35.354","16.6682","16.6467","13370.5","12169.5","1","1","0","0",2022-03-31 16:00:00
"99","16:30:00",2022-03-31,"--------","13.7899","4.51249","757.992","71.5611","71.8802","32.5495","23.9958","78.8829","34.8394","33.8348","20.8083","35.3757","35.9241","16.6791","16.6917","12948","11853.5","6","1","3.69054","3.70532",2022-03-31 16:30:00
"100","17:00:00",2022-03-31,"--------","12.6018","2.26501","758.097","71.8182","71.8156","32.7622","24.021","82.9971","35.4931","34.9378","20.1183","35.2174","35.5124","16.6846","16.6583","13160.4","11656.7","1","0","8.47512","3.39294",2022-03-31 17:00:00
"101","17:30:00",2022-03-31,"--------","9.22812","-3.39777","758.408","71.7681","71.6684","32.7388","24.1539","85.543","35.7809","35.5204","19.7446","35.2174","35.354","16.6524","16.6632","13272.4","11655.1","3","1","6.56769","-5.21056",2022-03-31 17:30:00
"102","18:00:00",2022-03-31,"--------","4.39191","-3.6245","758.197","71.8825","71.918","33.1491","24.2545","88.4949","35.4032","35.2645","18.8534","35.059","35.1323","16.6947","16.6807","13097.5","11908.3","3","0","11.9709","-2.42806",2022-03-31 18:00:00
"103","18:30:00",2022-03-31,"--------","7.50076","-4.65996","758.14","71.9586","71.9243","32.924","24.2858","89.1586","35.0654","34.8691","18.7096","35.2174","35.3223","16.656","16.6983","13110.8","11721.9","3","0","19.7237","-2.24293",2022-03-31 18:30:00
"104","19:00:00",2022-03-31,"--------","6.15348","0.772495","758.558","72.1632","71.8441","33.299","24.2218","88.5665","35.2513","35.1133","18.8246","35.1223","35.1957","16.7329","16.6855","13030.7","11819.6","4","0","11.5635","-5.80264",2022-03-31 19:00:00
"105","19:30:00",2022-03-31,"--------","6.10306","2.7199","758.585","72.1868","71.9647","33.0448","24.1855","88.7243","35.5552","35.5966","18.8534","35.0273","35.0056","16.6842","16.6855","13194.7","11676.7","2","2","28.1905","0.695365",2022-03-31 19:30:00
"106","20:00:00",2022-03-31,"--------","12.458","1.38112","758.031","72.1223","72.1446","33.0839","24.2538","88.6714","34.9938","34.9159","18.7671","35.2174","35.259","16.6787","16.674","12947.1","11781.2","4","0","33.4725","8.20186",2022-03-31 20:00:00
"107","20:30:00",2022-03-31,"--------","5.71059","3.09651","757.895","72.4059","72.1812","33.2281","24.2248","91.4095","35.3926","35.3737","18.2496","34.9957","35.0056","16.6943","16.6502","13115.6","11958.8","1","1","29.3085","4.87653",2022-03-31 20:30:00
