"","datetime","pm10","pm2p5"
"1",2022-03-29 14:45:00,10.1991,4.59231
"2",2022-03-29 14:50:00,14.1468,5.13673
"3",2022-03-29 14:55:00,14.9871,6.27339
"4",2022-03-29 15:00:00,16.1798,3.20887
"5",2022-03-29 15:05:00,15.8998,4.67447
"6",2022-03-29 15:10:00,15.7451,4.99284
"7",2022-03-29 15:15:00,16.0974,6.9807
"8",2022-03-29 15:20:00,17.2078,5.24308
"9",2022-03-29 15:25:00,13.4409,3.27491
"10",2022-03-29 15:30:00,14.545,5.01362
"11",2022-03-29 15:35:00,19.1458,7.03942
"12",2022-03-29 15:40:00,21.0634,5.63983
"13",2022-03-29 15:45:00,20.9929,4.18286
"14",2022-03-29 15:50:00,19.4315,4.8095
"15",2022-03-29 15:55:00,17.3408,7.45664
"16",2022-03-29 16:00:00,13.2104,7.05838
"17",2022-03-29 16:05:00,13.3738,7.88369
"18",2022-03-29 16:10:00,13.3738,7.88369
"19",2022-03-29 16:15:00,13.3738,7.88366
"20",2022-03-29 16:20:00,14.5438,6.83167
"21",2022-03-29 16:25:00,16.7678,6.33305
"22",2022-03-29 16:30:00,20.62,3.38884
"23",2022-03-29 16:35:00,20.5421,1.67807
"24",2022-03-29 16:40:00,19.6525,2.65353
"25",2022-03-29 16:45:00,19.8927,2.91341
"26",2022-03-29 16:50:00,21.3134,2.42723
"27",2022-03-29 16:55:00,20.1538,3.95064
"28",2022-03-29 17:00:00,20.8658,6.57168
"29",2022-03-29 17:05:00,21.9426,5.93619
"30",2022-03-29 17:10:00,22.3221,7.03819
"31",2022-03-29 17:15:00,21.1835,5.07025
"32",2022-03-29 17:20:00,20.3669,1.90878
"33",2022-03-29 17:25:00,20.0056,0.342222
"34",2022-03-29 17:30:00,20.9517,-0.926013
"35",2022-03-29 17:35:00,20.2232,1.64453
"36",2022-03-29 17:40:00,18.7884,4.81406
"37",2022-03-29 17:45:00,17.5619,7.06001
"38",2022-03-29 17:50:00,16.4314,6.14576
"39",2022-03-29 17:55:00,15.6887,4.30849
"40",2022-03-29 18:00:00,17.0205,4.09731
"41",2022-03-29 18:05:00,15.1411,6.89569
"42",2022-03-29 18:10:00,12.8038,4.37811
"43",2022-03-29 18:15:00,13.6117,0.913609
"44",2022-03-29 18:20:00,13.5147,0.0322892
"45",2022-03-29 18:25:00,11.5592,1.27493
"46",2022-03-29 18:30:00,11.8357,1.8897
"47",2022-03-29 18:35:00,12.5851,4.72658
"48",2022-03-29 18:40:00,10.6576,7.28767
"49",2022-03-29 18:45:00,10.9088,5.14001
"50",2022-03-29 18:50:00,10.9696,5.33471
"51",2022-03-29 18:55:00,11.6013,4.56788
"52",2022-03-29 19:00:00,10.7981,4.72382
"53",2022-03-29 19:05:00,10.2393,10.4621
"54",2022-03-29 19:10:00,8.50409,10.7507
"55",2022-03-29 19:15:00,10.3148,6.70272
"56",2022-03-29 19:20:00,14.0272,4.04481
"57",2022-03-29 19:25:00,16.7076,4.19306
"58",2022-03-29 19:30:00,13.9721,3.72828
"59",2022-03-29 19:35:00,11.0623,3.54269
"60",2022-03-29 19:40:00,15.5078,4.81718
"61",2022-03-29 19:45:00,14.74,6.3178
"62",2022-03-29 19:50:00,12.3572,4.04537
"63",2022-03-29 19:55:00,10.8926,3.11521
"64",2022-03-29 20:00:00,11.2797,3.71586
"65",2022-03-29 20:05:00,12.0548,1.05406
"66",2022-03-29 20:10:00,13.9102,1.52715
"67",2022-03-29 20:15:00,16.8131,3.72416
"68",2022-03-29 20:20:00,16.8082,4.04034
"69",2022-03-29 20:25:00,16.6982,3.42859
"70",2022-03-29 20:30:00,18.8069,5.61277
"71",2022-03-29 20:35:00,19.3396,6.67907
"72",2022-03-29 20:40:00,16.1594,5.44289
"73",2022-03-29 20:45:00,14.685,5.03123
"74",2022-03-29 20:50:00,14.7753,4.06542
"75",2022-03-29 20:55:00,13.4436,-0.00131728
"76",2022-03-29 21:00:00,9.00521,-2.55107
"77",2022-03-29 21:05:00,3.35902,-2.05341
"78",2022-03-29 21:10:00,0.814722,-0.763832
"79",2022-03-29 21:15:00,-0.575925,-3.26006
"80",2022-03-29 21:20:00,-1.58482,-5.74752
"81",2022-03-29 21:25:00,0.534139,-4.77398
"82",2022-03-29 21:30:00,2.56999,-4.45046
"83",2022-03-29 21:35:00,3.71991,-4.56647
"84",2022-03-29 21:40:00,5.95869,-5.3221
"85",2022-03-29 21:45:00,7.68471,-6.31023
"86",2022-03-29 21:50:00,6.56473,-2.71931
"87",2022-03-29 21:55:00,7.41638,-0.0725161
"88",2022-03-29 22:00:00,9.43045,0.613154
"89",2022-03-29 22:05:00,11.8418,1.31025
"90",2022-03-29 22:10:00,14.4252,1.7172
"91",2022-03-29 22:15:00,13.7438,2.30607
"92",2022-03-29 22:20:00,9.40574,1.78871
"93",2022-03-29 22:25:00,7.52687,-1.59271
"94",2022-03-29 22:30:00,8.02713,-3.34255
"95",2022-03-29 22:35:00,8.04027,-1.55555
"96",2022-03-29 22:40:00,10.4534,-2.07392
"97",2022-03-29 22:45:00,8.68667,-5.07317
"98",2022-03-29 22:50:00,8.8238,-2.15559
"99",2022-03-29 22:55:00,10.1333,3.82119
"100",2022-03-29 23:00:00,11.4663,-0.399731
"101",2022-03-29 23:05:00,11.2311,-3.69457
"102",2022-03-29 23:10:00,13.5603,-1.95998
"103",2022-03-29 23:15:00,10.4174,-1.98144
"104",2022-03-29 23:20:00,7.12622,-2.31642
"105",2022-03-29 23:25:00,6.51644,-0.296948
"106",2022-03-29 23:30:00,5.96547,5.8624
"107",2022-03-29 23:35:00,8.43245,7.92245
"108",2022-03-29 23:40:00,6.62002,8.49108
"109",2022-03-29 23:45:00,3.97223,6.1683
"110",2022-03-29 23:50:00,7.34067,3.49828
"111",2022-03-29 23:55:00,8.1411,4.95751
"112",2022-03-30 00:00:00,10.1985,5.3354
"113",2022-03-30 00:05:00,11.4378,5.52477
"114",2022-03-30 00:10:00,11.4378,5.52477
"115",2022-03-30 00:15:00,11.4378,5.52473
"116",2022-03-30 00:20:00,12.6274,2.49786
"117",2022-03-30 00:25:00,15.9239,-7.37636
"118",2022-03-30 00:30:00,15.2109,-8.83991
"119",2022-03-30 00:35:00,14.8786,-6.89577
"120",2022-03-30 00:40:00,18.0966,-9.26046
"121",2022-03-30 00:45:00,16.7301,-10.3632
"122",2022-03-30 00:50:00,13.2435,-9.49499
"123",2022-03-30 00:55:00,11.9603,-8.97427
"124",2022-03-30 01:00:00,12.0893,-6.16229
"125",2022-03-30 01:05:00,13.168,-0.774009
"126",2022-03-30 01:10:00,13.7815,-0.24832
"127",2022-03-30 01:15:00,10.2951,1.54786
"128",2022-03-30 01:20:00,7.39285,3.67882
"129",2022-03-30 01:25:00,10.0143,3.82819
"130",2022-03-30 01:30:00,11.7979,6.48751
"131",2022-03-30 01:35:00,12.7415,5.0953
"132",2022-03-30 01:40:00,11.9433,4.08761
"133",2022-03-30 01:45:00,11.8321,5.87883
"134",2022-03-30 01:50:00,17.237,6.70346
"135",2022-03-30 01:55:00,18.4275,8.04995
"136",2022-03-30 02:00:00,17.6841,2.87042
"137",2022-03-30 02:05:00,15.0935,0.0982021
"138",2022-03-30 02:10:00,13.2224,3.35811
"139",2022-03-30 02:15:00,11.5535,5.38048
"140",2022-03-30 02:20:00,10.4156,5.03124
"141",2022-03-30 02:25:00,6.73656,3.11975
"142",2022-03-30 02:30:00,6.68644,3.41584
"143",2022-03-30 02:35:00,8.64961,1.30138
